(53747, 0.0016261490520884567)
(32820, 0.0015887949451472711)
(170140, 0.002573411013704541)
(10942, 0.0007658401154372241)
(329, 0.0010446714423802824)
(117304, 0.0017653300632667957)
(1221, 0.0009305598785020304)
(1136, 0.0009524139980678306)
(615668, 0.000412947259066318)
(1435, 0.0003697582513634597)
(1297, 0.00047957051476543077)
(7021, 0.000496068217338121)
(11, 0.0005230835844305267)
(177, 0.0005307862332877488)
(165713, 0.00032769988786912423)
(269, 0.0004259259373977669)
(1482, 0.0007574992135630461)
(706784, 0.00047885189889747346)
(1186, 0.0005356677386337761)
(211751, 0.0003333520315966837)
(128, 0.00041334972635713376)
(5945, 0.0005066856482271136)
(316, 0.00034871318298409175)
(448, 0.0004783582512931549)
(1354, 0.00037996660955390765)
(1463, 0.00041723107347130337)
(32172, 0.000352122477244313)
(1610, 0.00044545421564056196)
(522832, 0.00023661400487191747)
(18648, 0.00026897737848238996)
(1134, 0.0006427159551617812)
(2168, 0.00032897815245901157)
(104, 0.0003386047243581898)
(96596, 0.0003187974276781926)
(32440, 0.00022439960551120264)
(694, 0.00032920754858232375)
(135445, 0.00030529854191226974)
(61177, 0.00029307314842380247)
(403, 0.0003255363008641009)
(67919, 0.00022737521151687006)
(51333, 0.0002825434804123274)
(556576, 0.00034998022738703537)
(904, 0.00032701088951493456)
(1337, 0.00029574344509219547)
(138763, 0.00027270605568460374)
(1101, 0.0004924087033829616)
(4439, 0.00031722268493881593)
(617369, 0.000232773341233063)
(200, 0.00022314308872051794)
(242, 0.0002784300625174313)
(967, 0.000222885706046507)
(1618, 0.00040831636487079724)
(182, 0.00023001722805917216)
(272, 0.00028558169819011285)
(6136, 0.00029712362304683385)
(184833, 0.00020882689330638842)
(1196, 0.00023835557219960762)
(208379, 0.0002194666016246399)
(479713, 0.00023213510013595927)
(125948, 0.00015430009516957633)
(416, 0.0002459967594848484)
(321, 0.00023611287242237503)
(15948, 0.00036769232267101044)
(475, 0.00023818978448459505)
(42, 0.0002571638086715822)
(41532, 0.00016940933608010925)
(8291, 0.0002873466359667493)
(674, 0.00031562851165238537)
(54829, 0.00023541529584768028)
(119866, 0.00022350778725034945)
(460458, 0.00014310213813940604)
(497, 0.00028455010314614)
(181, 0.0002937437548572616)
(177016, 0.00012754381834544483)
(143551, 0.00022170997525299284)
(218, 0.0002616043664966663)
(2382, 0.0002627943602905845)
(835, 0.0002419354816851472)
(63420, 0.00017273372672495027)
(78745, 0.00011419714583108108)
(838407, 0.00039798724595405523)
(66, 0.0002161485648960866)
(978038, 0.000335065987387289)
(1, 0.00016266140536608633)
(26558, 0.00019316403088658076)
(423619, 0.00031609150139688593)
(1629, 0.0003579729390148599)
(946995, 0.000649111635596984)
(548, 0.0001374738986329925)
(211030, 0.00018817602107091045)
(195976, 0.00012840613215034884)
(151, 0.00024387064430633816)
(890016, 0.0001813233964103019)
(60489, 0.00023380156455570322)
(1007, 0.0002536140609271563)
(460208, 0.0001252358903517551)
(140354, 0.00010829303606730625)
(64036, 0.00018031955162194462)
(6886, 0.0003391609142992615)
(304974, 0.0003104674615195746)
(796669, 7.233399919059462e-05)
(1001331, 3.959124184825088e-05)
(996120, 2.70484200516651e-05)
(19808, 0.00011238362896931269)
(872310, 5.580449567894449e-05)
(16873, 6.477024304561223e-05)
(857063, 4.4102120131142344e-05)
(1001653, 2.411257027154687e-05)
(500402, 8.320343457582782e-05)
(570084, 0.00013845008883680136)
(119803, 7.02928326256061e-05)
(998015, 6.105913794252845e-05)
(837876, 0.00019034760368289835)
(614738, 0.00010905861369457974)
(423070, 0.00015624062772943197)
(883087, 2.2327831422921665e-05)
(177414, 9.973471232966321e-05)
(877500, 4.7414828071495214e-05)
(842676, 3.323477734744179e-05)
(651876, 6.411117501084902e-05)
(45079, 0.00013784919531909459)
(660994, 6.377759042924979e-05)
(462281, 5.277918571199071e-05)
(246922, 7.133333014640334e-05)
(1103667, 1.3360867716110367e-05)
(875243, 3.6009444428788374e-05)
(450699, 0.00012438182901724362)
(459990, 9.737439514773175e-05)
(396909, 0.00011255053082094015)
(1053534, 9.51787029062338e-05)
(969276, 0.00015510384658638617)
(694090, 3.266004027496923e-05)
(449688, 9.89146210060324e-05)
(1180166, 5.541347374545e-06)
(13509, 4.906283057278831e-05)
(877312, 3.481044918586946e-05)
(860736, 2.1182364719192776e-05)
(1081493, 2.6845675975671805e-05)
(902497, 1.8541886473352217e-05)
(514441, 8.441079142891008e-06)
(909372, 1.0899444768494251e-05)
(652077, 8.754833752233313e-05)
(235135, 0.00011530182584037228)
(875211, 2.8114830992843112e-05)
(10792, 5.599731910755175e-05)
(876086, 2.7220544357361755e-05)
(79769, 0.00013640610440177)
(458840, 5.7024574168138844e-05)
(810819, 2.4113497396349214e-05)
(806370, 3.1030558909638066e-05)
(31, 0.00012008741152961524)
(809175, 2.55897836916809e-05)
(868346, 2.075559676374654e-05)
(877759, 3.950917147744303e-05)
(875274, 1.7694833253954612e-05)
(943788, 4.2580641218896755e-05)
(806857, 2.2711370702764963e-05)
(874950, 2.2874138123940608e-05)
(877088, 2.5131224961736482e-05)
(821259, 2.80472538705141e-05)
(846874, 5.31543050140103e-05)
(877553, 7.201672931505519e-05)
(204154, 3.11613096721946e-05)
(874998, 1.6752626252000217e-05)
(793848, 3.262149844503387e-05)
(876784, 1.7727470633135238e-05)
(821325, 3.544744612647477e-05)
(874725, 2.0909528764108473e-05)
(877784, 1.8020950216705555e-05)
(877016, 1.6802854666448364e-05)
(927200, 2.2082707739015583e-05)
(878100, 1.673452941108798e-05)
(860346, 2.672074588829276e-05)
(876992, 1.8275693618421936e-05)
(875587, 2.2574987416646377e-05)
(868597, 2.0124224103718688e-05)
(861781, 1.7297984133168733e-05)
(875966, 2.000355882952931e-05)
(928639, 1.558921732874312e-05)
(877236, 2.9280935478800957e-05)
(877025, 2.7988723996407026e-05)
(860481, 4.550556263844825e-05)
(872371, 1.7060409564412498e-05)
(821552, 1.7020769641938407e-05)
(809092, 4.8452945503315395e-05)
(708076, 1.5618137692198187e-05)
(462633, 2.3555445057527813e-05)
(425049, 3.25908760048279e-05)
(532667, 1.5760184304673162e-05)
(453109, 4.31581798058654e-05)
(1125415, 2.8824813040941278e-05)
(877307, 1.83602700619423e-05)
(440155, 0.0002488753277891487)
(841115, 1.4726931165632124e-05)
(453944, 1.5147585616815026e-05)
(420779, 6.611748186151299e-05)
(899116, 1.3012877605513114e-05)
(890983, 1.3326832113043001e-05)
(899113, 1.190217064101737e-05)
(890992, 1.6663968802969508e-05)
