(84042, 765880.0)
(44955, 323336.0)
(178511, 3930.0)
(73696, 14351.0)
(13080, 4386.0)
(345, 2900.0)
(714, 60227.0)
(143855, 3466.0)
(1242, 7598.0)
(141562, 51763.0)
(13, 32464.0)
(1160, 96964.0)
(7229, 4169.0)
(620183, 393065.0)
(1459, 175873.0)
(1320, 12177.0)
(183, 8470.0)
(1208, 7455.0)
(235810, 106529.0)
(281, 6925.0)
(711152, 3185.0)
(1504, 2015.0)
(305439, 245077.0)
(132, 4901.0)
(6053, 7216.0)
(332, 10106.0)
(464, 3295.0)
(1377, 6781.0)
(1487, 87606.0)
(44125, 5011.0)
(1635, 14184.0)
(512638, 125531.0)
(22177, 302518.0)
(1158, 45.0)
(108, 48539.0)
(2211, 2294.0)
(96203, 29621.0)
(44690, 171628.0)
(153244, 3802.0)
(2427, 6673.0)
(188, 17747.0)
(433, 15459.0)
(182380, 3393.0)
(2470, 5465.0)
(418, 4605.0)
(107979, 4184.0)
(72348, 18860.0)
(563885, 270091.0)
(1360, 16323.0)
(926, 34054.0)
(129836, 5823.0)
(1126, 751.0)
(693, 1947.0)
(621984, 208509.0)
(4512, 4472.0)
(158, 17946.0)
(208, 354928.0)
(253, 3523.0)
(991, 9195.0)
(692, 2085.0)
(1642, 1154.0)
(284, 19468.0)
(189, 7929.0)
(263576, 8387.0)
(1218, 5343.0)
(299295, 3512.0)
(96702, 17113.0)
(414869, 4363.0)
(368083, 23746.0)
(95505, 13296.0)
(184583, 40275.0)
(337, 3702.0)
(16491, 3289.0)
(491, 17643.0)
(45, 28894.0)
(59949, 4275.0)
(8871, 10066.0)
(175162, 2995.0)
(86902, 70723.0)
(392033, 155784.0)
(513, 3962.0)
(250856, 161367.0)
(189975, 6688.0)
(1996, 43780.0)
(228, 73812.0)
(845641, 296857.0)
(857, 2290.0)
(1598, 16877.0)
(99865, 40584.0)
(123680, 683021.0)
(984587, 227483.0)
(70, 3683.0)
(336293, 4761.0)
(5898, 3890.0)
(1, 971.0)
(229897, 11283.0)
(37807, 9156.0)
(340132, 4324.0)
(281349, 123846.0)
(1653, 17398.0)
(290, 1005838.0)
(805347, 755294.0)
(1007802, 568191.0)
(1002661, 565561.0)
(23943, 482464.0)
(897399, 443678.0)
(877052, 426725.0)
(872757, 403386.0)
(20062, 400449.0)
(1008136, 398207.0)
(448389, 292419.0)
(576848, 241453.0)
(174759, 234161.0)
(1004522, 229268.0)
(845304, 227978.0)
(619716, 202803.0)
(348131, 192789.0)
(890538, 182752.0)
(250277, 182217.0)
(876871, 181626.0)
(850228, 180612.0)
(660185, 178117.0)
(69277, 176082.0)
(670691, 172066.0)
(101094, 168816.0)
(1061302, 165249.0)
(395420, 165200.0)
(330097, 163286.0)
(1110150, 161649.0)
(876996, 160460.0)
(379642, 160188.0)
(392010, 159684.0)
(379721, 159634.0)
(976354, 159244.0)
(705437, 158192.0)
(392053, 155779.0)
(376444, 155602.0)
(704104, 153365.0)
(1182852, 152609.0)
(16080, 150775.0)
(877074, 149761.0)
(876800, 149661.0)
(1087994, 149610.0)
(909715, 148342.0)
(462178, 146547.0)
(322561, 145821.0)
(660910, 145584.0)
(916593, 145407.0)
(876984, 138205.0)
(12907, 137951.0)
(877167, 133428.0)
(124809, 133138.0)
(951201, 131825.0)
(390829, 131243.0)
(810090, 130610.0)
(33, 130392.0)
(808626, 130355.0)
(809176, 130307.0)
(877404, 129943.0)
(801525, 129909.0)
(877023, 129755.0)
(877411, 129691.0)
(808797, 129293.0)
(877579, 129244.0)
(877013, 128458.0)
(830240, 127793.0)
(862587, 127647.0)
(877244, 127371.0)
(292805, 127334.0)
(877286, 127183.0)
(877205, 126802.0)
(830371, 126031.0)
(1131239, 125913.0)
(877427, 125700.0)
(877219, 125632.0)
(876843, 125602.0)
(934425, 125587.0)
(877604, 125573.0)
(876565, 125498.0)
(877153, 125488.0)
(877160, 125472.0)
(877263, 125430.0)
(875572, 125394.0)
(877133, 125376.0)
(877233, 125337.0)
(935839, 125331.0)
(877113, 125317.0)
(360697, 125165.0)
(876649, 125102.0)
(876924, 124708.0)
(830348, 124072.0)
(808098, 123784.0)
(710100, 123216.0)
(340046, 122834.0)
(395960, 122273.0)
(524987, 120609.0)
(382977, 120202.0)
(877392, 119681.0)
(849273, 118949.0)
(381682, 118612.0)
