(64595, 0.2774277344602224)
(29, 0.22041572424749703)
(44, 0.11108101202526886)
(23, 0.11137603569234387)
(492953, 0.09648194770330117)
(66669, 0.15223938824047173)
(374208, 0.14163834678738182)
(4365, 0.008842788705853302)
(281646, 0.1286707250276613)
(34762, 0.09788412644422673)
(52270, 0.008437413761718169)
(24639, 0.12229031135603499)
(177349, 0.1254465621595155)
(185961, 0.11927469604990631)
(159, 0.07333702952453)
(283928, 0.12148543286261566)
(185008, 0.11594387318114319)
(56505, 0.07093479672663788)
(185745, 0.11015411415126299)
(83385, 0.1125737846256521)
(58, 0.05195745101455042)
(177253, 0.08808973840193576)
(382975, 0.0879150837813554)
(66204, 0.06832880041708196)
(281654, 0.05367046820657316)
(12, 0.030282083063474498)
(294729, 0.09325984016498237)
(184852, 0.0635238512444201)
(283586, 0.08443188378755391)
(83257, 0.07176047367672159)
(289424, 0.0853874651433448)
(504271, 0.08471996275373762)
(87306, 0.08002372671552686)
(234431, 0.040084711620823936)
(417785, 0.07050553960403304)
(188079, 0.009086715602476012)
(69017, 0.06901537860833994)
(635986, 0.057005712685106034)
(77933, 0.06151422425611492)
(64533, 0.052677035063084215)
(189473, 0.05981976515552052)
(519988, 0.06233349619464289)
(502434, 0.05686358860906068)
(283974, 0.052572636513270835)
(506003, 0.056761028603371504)
(574756, 0.053437934656477414)
(289212, 0.05172920892837883)
(188149, 0.04151802349282902)
(894344, 0.03823829379360855)
(504821, 0.03538827178429593)
(439173, 0.047461971221167146)
(184398, 0.04780235401138527)
(194224, 0.04394800232736311)
(514305, 0.046312084117958195)
(579549, 0.044004434820291136)
(65108, 0.037554159920957855)
(398347, 0.0418711237824529)
(142982, 0.04147269960369474)
(493089, 0.04058017188734359)
(68233, 0.04044683524699997)
(78945, 0.03306755277428456)
(289253, 0.04595875531656262)
(529169, 0.0422029195170821)
(74352, 0.03698478546416886)
(387418, 0.016568315747080994)
(493026, 0.037153275078026654)
(25795, 2.740124147071594e-06)
(194929, 0.037035534112255304)
(420375, 0.0403778153637647)
(291792, 0.03122505845915234)
(287263, 0.035763532299562265)
(373683, 0.041195712755931736)
(505790, 0.03720044892889313)
(514814, 0.03574207622753294)
(500120, 0.03533203796594914)
(103650, 0.012045877343942791)
(515264, 0.031980343221604465)
(292552, 0.033526180960718896)
(71897, 0.024429126051433367)
(527770, 0.03547171142359785)
(286769, 0.02770592197273881)
(379890, 0.03330858123402376)
(726830, 0.0070427251209950175)
(520056, 0.03236685067278731)
(505365, 0.029377770575741893)
(215759, 0.031446294634381845)
(493092, 0.028706081117558787)
(288805, 0.02790433762605488)
(290564, 0.029912608390892582)
(287008, 0.030323491859805884)
(9514, 0.019708216005564425)
(187037, 0.029322759749672033)
(57271, 0.034109204867984605)
(81131, 0.02647184421124089)
(288035, 0.02967102532947129)
(675598, 0.028108807893264882)
(513302, 0.028398847693702173)
(500909, 0.024979626417673907)
(7547, 0.003129939284692597)
(74489, 0.0256025545890384)
(2269, 0.0037995292208629176)
(506477, 0.016044274211515643)
(249690, 0.00469887896628868)
(21463, 0.0031835672737995976)
(187312, 0.012060039417762534)
(614655, 0.0061138735385295176)
(193633, 0.00816260529034127)
