(64595, 41542.0)
(29, 39295.0)
(44, 24409.0)
(23, 24106.0)
(492953, 18294.0)
(66669, 15553.0)
(374208, 15341.0)
(4365, 12222.0)
(281646, 11121.0)
(34762, 10846.0)
(52270, 10510.0)
(24639, 10467.0)
(177349, 10421.0)
(185961, 10219.0)
(159, 10182.0)
(283928, 10064.0)
(185008, 9905.0)
(56505, 9590.0)
(185745, 9523.0)
(83385, 9139.0)
(58, 8274.0)
(177253, 8086.0)
(382975, 7808.0)
(66204, 7799.0)
(281654, 7538.0)
(12, 7476.0)
(294729, 7423.0)
(184852, 7301.0)
(283586, 6630.0)
(83257, 6485.0)
(289424, 6361.0)
(504271, 6330.0)
(87306, 5764.0)
(234431, 5712.0)
(417785, 5700.0)
(188079, 5575.0)
(69017, 5415.0)
(635986, 5186.0)
(77933, 5038.0)
(64533, 4613.0)
(189473, 4413.0)
(519988, 4330.0)
(502434, 4261.0)
(283974, 4206.0)
(506003, 4135.0)
(574756, 4002.0)
(289212, 3955.0)
(188149, 3750.0)
(894344, 3685.0)
(504821, 3684.0)
(439173, 3631.0)
(184398, 3598.0)
(194224, 3337.0)
(514305, 3289.0)
(579549, 3277.0)
(65108, 3231.0)
(398347, 3215.0)
(142982, 3127.0)
(493089, 3121.0)
(68233, 3084.0)
(78945, 3055.0)
(289253, 3053.0)
(529169, 2963.0)
(74352, 2869.0)
(387418, 2860.0)
(493026, 2832.0)
(25795, 2783.0)
(194929, 2761.0)
(420375, 2722.0)
(291792, 2658.0)
(287263, 2627.0)
(373683, 2617.0)
(505790, 2579.0)
(514814, 2569.0)
(500120, 2546.0)
(103650, 2451.0)
(515264, 2444.0)
(292552, 2427.0)
(71897, 2409.0)
(527770, 2394.0)
(286769, 2382.0)
(379890, 2382.0)
(726830, 2279.0)
(520056, 2208.0)
(505365, 2205.0)
(215759, 2199.0)
(493092, 2197.0)
(288805, 2174.0)
(290564, 2166.0)
(287008, 2159.0)
(9514, 2147.0)
(187037, 2141.0)
(57271, 2129.0)
(81131, 2126.0)
(288035, 2018.0)
(675598, 1904.0)
(513302, 1891.0)
(500909, 1864.0)
(7547, 1848.0)
(74489, 1825.0)
(2269, 157.0)
(506477, 1131.0)
(249690, 45.0)
(21463, 106.0)
(187312, 821.0)
(614655, 242.0)
(193633, 166.0)
(636296, 1159.0)
(971265, 547.0)
(618366, 881.0)
(193360, 91.0)
(620558, 487.0)
(510163, 469.0)
(493639, 1341.0)
(55756, 126.0)
(374681, 757.0)
(908875, 522.0)
(855444, 233.0)
(498519, 165.0)
(74167, 708.0)
(637270, 394.0)
(729202, 115.0)
(512044, 359.0)
(75887, 36.0)
(573810, 980.0)
(526629, 902.0)
(540505, 293.0)
(418340, 1074.0)
(635250, 615.0)
(229130, 780.0)
(498525, 111.0)
(197102, 161.0)
(494062, 144.0)
(757202, 257.0)
(522668, 40.0)
(675254, 241.0)
(534541, 463.0)
(184008, 211.0)
(482292, 73.0)
(15092, 153.0)
(192871, 10.0)
(706650, 539.0)
(178835, 13.0)
(439060, 1030.0)
(283381, 1075.0)
(513573, 35.0)
(330, 189.0)
(3400, 270.0)
(551126, 74.0)
(25631, 543.0)
(678346, 231.0)
(58686, 544.0)
(58702, 717.0)
(194041, 104.0)
(377052, 411.0)
(195962, 295.0)
(499109, 221.0)
(637084, 156.0)
(496664, 698.0)
(561799, 22.0)
(751496, 234.0)
(497328, 1164.0)
(419908, 57.0)
(505521, 122.0)
(528428, 69.0)
(3484, 295.0)
(502409, 60.0)
(1006299, 10.0)
(352872, 44.0)
(79054, 128.0)
(419383, 153.0)
(636294, 131.0)
(326829, 57.0)
(540559, 413.0)
(47570, 85.0)
(568580, 51.0)
(245126, 96.0)
(501897, 504.0)
(761407, 15.0)
(321295, 38.0)
(2726, 747.0)
(73889, 204.0)
(69793, 166.0)
(468928, 412.0)
(857, 224.0)
(285893, 88.0)
(11799, 164.0)
(997341, 109.0)
(962134, 31.0)
(495990, 257.0)
(290258, 83.0)
(496423, 16.0)
(79898, 94.0)
(290157, 33.0)
(60199, 50.0)
(284109, 109.0)
(177378, 22.0)
(933300, 10.0)
(287873, 117.0)
(605647, 39.0)
